Month;Tils. (land);Afganistan;Albania;Algeria;Amerikanska havið (fyrrv.);Amerikanska Samoa;Andorra;Angola;Anguilla;Antigua og Barbuda;Argentina;Armenia;Aruba;Aserbadjan;Avstralia;Avstralskt Osiania (fyrrv.);Bahamaoyggjar;Bangladesj;Barbados;Barein;Belgia;Belgia og Luksemborg (fyrrv.);Belis;Benin;Bermuda;Bolivia;Bonaire, Sint Eustatius og Saba;Bosnia-Hersegovina;Botsvana;Bouvetoyggj;Brasil;Bretland;Brunei;Bulgaria;Burkina Faso;Burundi;Butan;Caymanoyggjar;Ceuta;Ceuta og Melilla (fyrrv.);Chagosoyggjar;Cooksoyggjar;Curaçao;Danmark;Djibuti;Dominika;Dominikalýðveldið;Egyptaland;Ekvador;Ekvatorguinea;El Salvador;Eritrea;Estland;Esvatini;Etiopia;Eysturríki;Eysturtimor;Eysturtýskland (fyrrv.);Falklandsoyggjar;Fiji;Filipsoyggjar;Finnland;Fílabeinsstrondin;Frakland;Franska Gujana (fyrrv.);Franska Polynesia;Fronsku suðurøkini;Gabon;Gambia;Gana;Georgia;Gibraltar;Grenada;Grikkaland;Grønland;Guadeloupe (fyrrv.);Guam;Guatemala;Guinea;Guinea-Bissau;Gujana;Haiti;Heardoyggj og McDonaldsoyggjar;Honduras;Hong Kong;Hvítarussland;Ikki nærri útgreinað lond og øki;India;Indonesia;Irak;Iran;Italia;Írland;Ísland;Ísrael;Jamaika;Japan;Jemen;Jordan;Jólaoyggin;Jugoslavia (fyrrv.);Juguslavia uttan Slovenia, Kroatia og Bosnia Hersegovina;Kabo Verdi;Kambodja;Kamerun;Kanada;Kanariuoyggjar (fyrrv.);Kasakstan;Katar;Kekkia;Kekkoslovakia (fyrrv.);Kenja;Kili;Kina;Kirgisia;Kiribati;Kjad;Kokosoyggjar;Kolumbia;Komoroyggjar;Kongo;Kongo, Dem. Lýðveldið;Kosovo;Kosta Rika;Kroatia;Kuba;Kuvait;Kýpros;Laos;Lesoto;Lettland;Libanon;Liberia;Libya;Liktinstein;Litava;Luksemborg;Macao;Madagaskar;Malaisia;Malavi;Maldivoyggjar;Mali;Malta;Marokko;Marshalloyggjar;Martinique (fyrrv.);Mayotte (fyrrv.);Meksiko;Melilla;Miðafrikalýðveldið;Mikronesiasamveldið;Moldova;Mongolia;Montenegro;Montserrat;Mosambik;Móritania;Móritius;Myanmar;Namibia;Nauru;Nepal;Niðurlendskar Antilloyggjar (fyrrv.);Niðurlond;Niger;Nigeria;Nikaragua;Niue;Norðaru Marianaoyggjar;Norðurkorea;Norðurmakedónia;Noreg;Norfolksoyggj;Nýkaledónia;Nýsæland;Nýsælendska Osiania (fyrrv.);Oman;Pakistan;Palau;Palestina;Panama;Papua Nýguinea;Paraguai;Peru;Pitcairnoyggjar;Polarøkini (fyrrv.);Portugal;Pólland;Réunion (fyrrv.);Ruanda;Rumenia;Russland;Sambandsríki Amerika (USA);Sambia;Sameindu Emirríkini;Samoa;San Marino;Sao Tomi og Prinsipi;Saudiarabia;Sálomonsoyggjar;Senegal;Serbia;Serbia og Montenegro (fyrrv.);Seyskelloyggjar;Sierra Leona;Simbabvi;Singapor;Sint Maarten (Niðurlond);Slovakia;Slovenia;Smærri Osianiaoyggjar (USA);Somalia;Sovjetsamveldið (fyrrv.);Spania;Sri Lanka;St. Barthélemy;St. Helena, Ascension og Tristan da Cunha;St. Kitts og Nevis;St. Lusia;St. Pierre og Miquelon;St. Vinsent og Grenadinoyggjar;Sudan;Suðurafrika;Suðurgeorgia og Suðursandwichoyggjar;Suðurkorea;Suðursudan;Surinam;Sveis;Sveis og Liktinstein (fyrrv.);Svøríki;Sýria;Tadsjikistan;Tailand;Taivan;Tansania;Togo;Tokelau;Tonga;Trinidad og Tobago;Tunesia;Turkaland;Turkmenistan;Turks- og Caicosoyggjar;Tuvalu;Týskland;Uganda;Ukraina;Ungarn;Uruguai;Usbekistan;Vanuatu;Vatikanbýur;Venesuela;Vestursahara;Virginoyggjar (Bretland);Virginoyggjar (Bretland) og Montserrat (fyrrv.);Virginoyggjar (USA);Vjetnam;Wallis- og Futunaoyggjar
1998M08;182747137.4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;428657.5;0;0;0;0;0;0;0;0;0;49563787.8;0;0;0;0;0;0;0;0;0;0;0;39270549.7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1533621.6;0;20317407.6;0;0;0;0;0;0;0;0;0;388265.7;455079.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6647280.2;232200.0;749246.8;0;0;6861411.5;0;0;0;0;0;0;0;0;462677.9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;460122.6;0;0;0;0;0;0;0;8048086.9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;741468.2;8589040.8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8696018.7;0;0;0;0;0;0;0;0;0;0;0;0;0;346029.5;0;1604225.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;27351960.4;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0
1998M09;297122901.9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;554767.1;0;0;0;0;0;0;0;0;0;67456484.5;0;0;0;0;0;0;0;0;0;0;0;56116572.3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3023979.7;0;42242347.1;0;0;0;0;0;0;0;0;0;0;2001348.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8913794.2;247680.0;5692093.9;0;0;1670316.5;0;0;0;0;0;0;0;0;1853819.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;817251.6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6657598.2;0;0;0;0;0;0;0;19520501.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;901240.0;8939418.8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10585844.7;0;0;0;0;0;0;0;0;19000000.0;0;0;0;0;127410.5;0;457857.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;40342577.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0
1998M10;348794880.3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;894567.6;0;0;0;0;0;0;0;0;0;109548958.7;0;0;0;0;0;0;0;0;0;0;0;72861425.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1843128.0;0;27205858.7;0;0;0;0;0;0;0;0;0;562403.0;16534137.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11328062.1;278057.0;9136398.3;0;0;9429849.4;0;0;0;0;0;0;0;0;1996110.0;0;0;0;0;0;0;0;488880.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;743069.8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1602887.4;0;0;0;0;0;0;0;11681838.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;606568.0;0;0;0;0;0;12693751.8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19983918.6;0;0;0;0;0;0;0;0;0;0;0;0;0;292330.0;0;430230.2;0;0;391098.9;0;0;0;0;0;0;0;0;0;0;0;38261352.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0
1998M11;242471085.6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1616078.8;0;0;0;0;0;0;0;0;0;59794629.9;0;0;0;0;0;0;0;0;0;0;0;66712972.4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;579600.0;0;20589209.6;0;0;0;0;0;0;0;0;0;523127.0;125571.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5745646.0;0;1853731.6;0;0;2815642.4;0;0;0;0;0;0;0;0;6220143.8;0;0;0;0;0;0;0;473376.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;101050.0;0;0;0;0;0;5516014.8;0;1200000.0;0;0;0;0;0;10460225.6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;972867.0;0;0;0;0;0;20790003.8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14924067.5;0;0;0;0;0;0;0;0;0;0;0;0;0;256310.0;0;199577.7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;21001240.7;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0
1998M12;209243444.4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;800186.4;0;0;0;0;0;0;0;0;0;47989789.6;0;0;0;0;0;0;0;0;0;0;0;60587562.8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1159200.0;0;19720693.5;0;0;0;0;0;0;0;0;0;0;414564.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7116346.6;682524.4;688523.1;0;0;1017605.0;0;0;0;0;0;0;0;0;1747662.0;0;0;0;0;0;0;0;966126.9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5403294.2;0;0;0;0;0;0;0;2729317.4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13706.3;0;0;0;0;0;11025790.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20116630.1;0;0;0;0;0;0;0;0;1500000.0;0;0;0;0;270032.0;0;438163.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24855726.7;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0
1999M01;246778304.2;0;0;0;0;0;0;0;0;0;0;0;0;0;5000.0;0;0;0;0;0;1097141.2;0;0;0;0;0;0;0;0;0;0;62733561.3;0;0;0;0;0;0;0;0;0;0;0;66110812.7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1159200.0;0;22769531.7;0;0;0;0;0;0;0;0;0;421693.6;58064.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7510502.9;278640.0;1515968.9;121500.0;0;6553739.4;0;0;0;0;0;0;0;0;1833043.7;0;0;0;0;0;0;0;1147028.8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;233540.0;0;0;0;0;0;2658637.5;0;792404.8;0;0;0;0;0;13202306.6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;112728.0;18556825.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17050623.0;0;0;0;0;0;0;0;0;0;0;0;0;0;238888.0;0;3019173.4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17597749.4;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0
1999M02;262018961.5;0;0;0;0;0;0;0;0;0;0;0;0;0;16900.0;0;0;0;0;0;352846.5;0;0;0;0;0;0;0;0;0;0;56380478.6;0;0;0;0;0;0;0;0;0;0;0;59134433.1;0;0;0;1283077.3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;23296581.4;0;0;0;0;0;0;0;0;0;172315.0;360821.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6241814.8;1769711.4;6684176.8;0;0;14474748.7;0;0;0;0;0;0;0;0;5577944.3;0;0;0;0;0;0;0;646788.4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5130415.0;0;0;0;0;0;0;0;10927705.7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;732314.5;0;0;0;0;0;19996763.6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;31218397.0;0;0;0;0;0;0;0;0;0;0;0;0;0;264847.0;0;2221453.9;0;0;327952.4;0;0;0;0;0;0;0;0;0;0;0;14806475.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0
1999M03;263440765.4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;900315.7;0;0;0;0;0;0;0;0;0;0;58209432.8;0;0;0;0;0;0;0;0;0;0;0;79590935.5;0;0;0;0;0;0;0;0;561.0;0;0;0;0;0;0;0;0;1008504.0;0;28883810.4;0;0;0;0;0;0;0;0;0;164474.5;1762202.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7571499.9;154800.0;2683727.5;0;0;9162168.1;0;0;0;0;0;0;0;0;3347671.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;225043.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;166080.0;0;0;0;0;0;829929.5;0;1000538.5;0;0;0;0;0;6069705.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7153.0;15428806.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;23998003.8;0;0;0;0;0;0;0;0;0;0;0;0;0;460902.0;0;2453190.6;0;0;87857.4;0;0;0;0;0;0;0;0;0;0;0;19273453.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0
1999M04;295002986.6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2302388.2;0;0;0;0;0;0;0;0;0;0;87596379.1;0;0;0;0;0;0;0;0;0;0;0;80787324.5;0;0;0;0;0;0;0;0;1297700.0;0;0;816568.8;0;0;0;0;0;1008504.0;0;22966833.7;0;0;0;0;0;0;0;0;0;0;16579338.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6624455.8;185376.0;3222711.9;0;0;5614759.1;0;0;0;0;0;0;0;0;3960513.9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;101050.0;0;0;0;0;0;3308373.1;0;0;0;0;0;0;0;1784567.4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;848798.6;0;0;0;0;17842.0;18345620.6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15646040.0;0;0;0;0;0;0;0;0;0;0;0;0;0;268683.0;0;1201384.8;0;0;462240.0;0;0;0;0;0;0;0;0;0;0;0;20055534.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0
1999M05;232056088.3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;836442.8;0;0;0;0;0;0;0;0;0;0;36539463.0;0;0;0;0;0;0;0;0;0;0;0;73108669.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;504252.0;0;20043495.2;0;0;0;0;0;0;0;0;0;786131.6;5106900.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7617914.3;0;2309510.9;0;0;13703004.1;0;0;0;0;0;0;0;0;2936118.8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18600.0;0;0;0;0;0;2801697.4;0;861832.0;0;0;0;0;0;4512034.9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;778908.0;0;0;0;0;3194.0;24397646.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12384077.5;0;0;0;0;0;0;0;0;0;0;0;0;0;264612.0;0;2595089.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19946495.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0
1999M06;262258905.3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2046990.9;0;0;0;0;0;0;0;0;0;0;73430413.4;0;0;0;0;0;0;0;0;0;0;0;62778122.8;0;0;0;1171702.7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;23556098.0;0;0;0;0;0;0;0;0;0;303540.0;76417.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10954034.0;330227.0;3126947.9;0;0;10965194.1;0;0;0;0;0;0;0;0;6973331.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1530564.9;0;0;0;0;0;0;0;12444619.7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1404398.0;0;0;0;0;127068.0;16835629.8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8984208.3;0;0;0;0;0;0;0;0;0;0;0;0;0;225379.0;0;3387528.7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;21606489.7;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0
1999M07;209350496.9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1301083.7;0;0;0;0;0;0;0;0;0;0;46992705.1;0;0;0;0;0;0;0;0;0;0;0;58964462.8;0;0;0;1071160.4;0;0;0;0;0;0;0;0;0;0;0;0;0;652443.1;0;19711303.4;0;0;0;0;0;0;0;0;0;339055.2;62631.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11740821.8;157750.0;9346178.6;0;0;6039870.9;0;0;0;0;0;0;0;0;6108871.3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2346707.7;0;0;0;0;0;0;0;5818293.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;34410.0;10530221.6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9632199.7;0;0;0;0;0;0;0;0;0;0;0;0;0;258219.5;0;2114363.7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16127744.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0
1999M08;201956549.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1662577.7;0;0;0;0;0;0;0;0;0;0;47085153.0;0;0;0;0;0;0;0;0;0;0;0;55957583.3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;452088.0;0;23257908.0;0;0;0;0;0;0;0;0;0;1373207.2;884530.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6632635.1;339847.0;2477793.4;0;0;2304922.7;0;0;0;0;0;0;0;0;5858577.9;0;0;0;0;0;0;0;4300090.3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;96000.0;0;0;0;0;0;3037273.5;0;0;0;0;0;0;0;1622105.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12229565.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10611397.5;0;0;0;0;0;0;0;0;0;0;0;0;0;382766.0;0;4261126.5;0;0;616934.7;507490.4;0;0;0;0;0;0;0;0;0;0;16004976.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0
1999M09;292966140.7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1478017.5;0;0;0;0;0;0;0;0;0;0;47307032.2;0;0;0;0;0;0;0;0;0;0;0;81254974.9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;452088.0;0;30144644.1;0;0;0;0;0;0;0;0;0;1079949.5;561558.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10915815.6;0;2389879.8;0;0;5719687.8;0;0;0;0;0;0;0;0;9330294.4;0;0;0;0;0;0;0;1720237.4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15000.0;0;0;0;0;0;5604206.0;0;0;0;0;0;0;0;9167586.3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;27025828.7;17064103.4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;23896398.1;0;0;0;0;0;0;0;0;0;0;0;0;0;323477.0;0;2533897.2;0;0;0;620016.0;0;0;0;0;0;0;0;0;0;0;14361449.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0
1999M10;380026896.4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4396481.6;0;0;0;0;0;0;0;0;0;0;76140774.5;0;0;0;0;0;0;0;0;0;0;0;80318459.0;0;0;0;0;0;0;0;0;48000000.0;0;0;0;0;0;0;0;0;892584.0;0;41611586.6;0;0;0;0;0;0;0;0;0;709822.0;270861.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12036156.9;2701530.6;5549461.0;0;0;5978853.2;0;0;0;0;0;0;0;0;3732164.9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;588411.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5810228.0;0;0;0;0;0;0;0;12523172.4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18595898.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24562430.5;0;0;0;0;0;0;0;0;0;0;0;0;0;311282.0;0;4351701.3;0;0;0;496099.3;0;0;0;0;0;0;0;0;0;0;30448937.6;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0
1999M11;323635201.1;0;0;0;0;0;0;0;0;0;0;0;0;0;25949.4;0;0;0;0;0;4346177.2;0;0;0;0;0;0;0;0;0;0;78240076.6;0;0;0;0;0;0;0;0;0;0;0;87166435.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;440496.0;0;32465944.9;0;0;0;0;0;0;0;0;0;0;106058.0;0;0;0;0;0;0;0;0;0;626095.5;0;0;0;0;0;0;7204660.3;24742.0;672170.0;0;0;2696344.0;0;0;0;0;0;0;0;0;2098197.1;0;0;0;0;0;0;0;560929.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1143753.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7110781.8;0;742666.1;0;0;0;0;0;1488059.9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;307358.8;0;0;0;0;0;40468377.9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;28348545.8;0;0;0;0;0;0;0;0;0;0;0;0;0;308082.0;0;2213488.7;0;0;477060.0;0;0;0;0;0;0;0;0;0;0;0;24352751.6;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0
1999M12;300992373.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2710215.6;0;0;0;0;0;0;0;0;0;0;62424758.2;0;0;0;0;0;0;0;0;0;0;0;110440158.7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;440496.0;0;29062673.1;0;0;0;0;0;0;0;0;0;871852.1;697247.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5284515.4;40549.0;705197.0;0;0;1826997.5;0;0;0;0;0;0;0;0;2199630.3;0;0;0;0;0;0;6623645.5;560938.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;55254.5;0;0;17348.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2353766.8;0;0;0;0;0;0;0;692664.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;23209492.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;25671351.8;0;0;0;0;0;0;0;0;0;0;0;0;0;297431.0;0;2737259.9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22068931.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0
2000M01;440156619.9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1697452.9;0;0;0;0;0;0;0;0;0;0;73063066.5;0;0;0;0;0;0;0;0;0;0;0;70120245.6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;439939.0;0;22821088.0;0;0;0;0;0;0;0;0;0;928904.1;148185467.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3966550.1;843017.8;956623.3;0;0;6076531.1;0;0;0;0;0;0;0;0;1240656.9;0;0;0;0;0;0;1080180.4;623056.8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16000000.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4506789.7;0;0;0;0;0;0;0;17637351.3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;39300.0;0;0;0;0;10807012.0;19347740.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22279602.4;0;0;0;0;0;0;0;0;0;0;0;0;0;257462.4;0;617908.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16620674.3;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0
2000M02;266720744.1;0;0;0;0;0;0;0;0;0;0;0;0;0;27137.4;0;0;0;0;0;2651785.2;0;0;0;0;0;0;0;0;0;0;45939645.3;0;0;0;0;0;0;0;0;0;0;0;65171933.8;0;0;0;0;0;0;0;0;2872594.2;0;0;0;0;0;0;0;0;439939.0;0;26379082.4;0;0;0;0;0;0;0;0;0;384714.0;1640087.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4501535.3;940739.9;6295353.3;0;0;3623099.5;0;0;0;0;0;0;0;0;5444156.7;0;0;0;0;0;0;0;2182639.3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5672110.3;0;0;0;0;0;0;0;5579294.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3363.0;28558019.8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;34097195.2;0;0;0;0;0;0;0;0;0;0;0;0;0;233748.0;0;4612367.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19470203.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0
