Month;Frakland;Belgia og Luksemborg (fyrrv.);Niðurlond;Týskland;Italia;Bretland;Írland;Danmark;Grikkaland;Portugal;Spania;Bretland (Norðurírland);Bretland (Norðurírland undantikið);Belgia;Luksemborg;Ceuta;Kanariuoyggjar (fyrrv.);Ceuta & Melilla (fyrrv.);Melilla;Ísland;Noreg;Svøríki;Finnland;Sveis & Liktinstein (fyrrv.);Liktinstein;Eysturríki;Sveis;Andorra;Gibraltar;Vatikanbýur;Malta;San Marino;Jugoslavia (fyrrv.);Turkaland;Estland;Lettland;Litava;Sovjetsamveldið (fyrrv.);Eysturtýskland (fyrrv.);Pólland;Kekkia;Kekkoslovakia (fyrrv.);Slovakia;Ungarn;Rumenia;Bulgaria;Albania;Ukraina;Hvítarussland;Moldova;Russland;Georgia;Armenia;Aserbadjan;Kasakstan;Turkmenistan;Usbekistan;Tadsjikistan;Kirgisia;Juguslavia uttan Slovenia, Kroatia og Bosnia Hersegovina;Slovenia;Kroatia;Bosnia-Hersegovina;Serbia og Montenegro (fyrrv.);Kosovo;Norðurmakedónia;Montenegro;Serbia;Marokko;Ceuta og Melilla (fyrrv.);Algeria;Tunesia;Libya;Egyptaland;Sudan;Suðursudan;Móritania;Vestursahara;Mali;Burkina Faso;Niger;Kjad;Kabo Verdi;Senegal;Gambia;Guinea-Bissau;Guinea;Sierra Leone;Liberia;Fílabeinsstrondin;Gana;Togo;Benin;Nigeria;Kamerun;Miðafrikalýðveldið;Ekvatorguinea;Sao Tomi & Prinsipi;Gabon;Kongo;Kongo, Dem. Lýðveldið;Ruanda;Burundi;St. Helena, Ascension og Tristan da Cunha;Angola;Etiopia;Eritrea;Djibuti;Somalia;Kenja;Uganda;Tansania;Seyskelloyggjar;Chagosoyggjar;Mosambik;Madagaskar;Réunion (fyrrv.);Móritius;Komoroyggjar;Mayotte (fyrrv.);Sambia;Simbabvi;Malavi;Suðurafrika;Namibia;Botsvana;Svasiland;Lesoto;Sambandsríki Amerika (USA);Kanada;Grønland;St Pierre og Miquelon;Meksiko;Bermuda;Guatemala;Belis;Honduras;El Salvador;Nikaragua;Kosta Rika;Panama;Anguilla;Kuba;St. Kitts & Nevis;Haiti;Bahamaoyggjar;Turks- og Caicosoyggjar;Dominikalýðveldið;Virginoyggjar (USA);Guadeloupe (fyrrv.);Antigua & Barbuda;Dominika;Virginoyggjar (Bretland) og Montserrat (fyrrv.);Martinique (fyrrv.);Cayman oyggjar;Jamaika;St. Lusia;Saint Barthélemy;St. Vinsent & Grenadinoyggjar;Virginoyggjar (Bretland);Barbados;Montserrat;Trinidad & Tobago;Grenada;Aruba;Curaçao;Bonaire, St. Eustatius og Saba;Niðurlendsku Antilloyggjar (fyrrv.);Sint Maarten (Niðurlond);Kolumbia;Venesuela;Gujana;Surinam;Franska Gujana (fyrrv.);Ekvador;Peru;Brasil;Kili;Bolivia;Paraguai;Uruguai;Argentina;Falklandsoyggjar;Kýpros;Libanon;Sýria;Irak;Iran;Ísrael;Palestina;Eysturtimor;Jordan;Saudiarabia;Kuvait;Barein;Katar;Sameindu Emirríkini;Oman;Jemen;Afganistan;Pakistan;India;Bangladesj;Maldivoyggjar;Sri Lanka;Nepal;Butan;Myanmar;Tailand;Laos;Vjetnam;Kambodja;Indonesia;Malaisia;Brunei;Singapor;Filipsoyggjar;Mongolia;Kina;Norðurkorea;Suðurkorea;Japan;Taivan;Hong Kong;Macao;Avstralia;Papua Nýguinea;Avstralskt Osiania (fyrrv.);Nauru;Nýsæland;Sálomonsoyggjar;Tuvalu;Nýkaledonia;Amerikanska havið (fyrrv.);Wallis- og Futunaoyggjar;Kiribati;Pitcairnoyggj;Nýsælendska Osiania (fyrrv.);Fiji;Vanuatu;Tonga;Samoa;Norðurmarianoyggjar;Franska Polynesia;Mikronesiasamveldið;Marshalloyggjar;Palau;Amerikanskt Samoa;Guam;Smærri Osianiaoyggjar (USA);Kokosoyggjar;Jólaoyggin;Heardoyggj og McDonaldsoyggjar;Norfolksoyggj;Cooksoyggjar;Niue;Tokelau;Polarøkini (fyrrv.);Bouvetoyggj;Suðurgeorgia og Suðursandwichoyggjar;Fronsku suðurøkini
1997M07;9254488.1;2929441.7;8427149.1;24198948.0;7218581.8;76316115.8;145800.0;65437509.6;456179.9;626075.9;5867352.5;0;0;0;0;0;0;0;0;8885487.4;7107750.9;1678182.7;753480.0;0;0;0;225879.0;0;0;0;0;0;0;0;0;1643741.4;1975374.9;0;0;0;0;0;0;0;0;0;0;0;0;0;1584.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;387992.0;0;0;0;0;0;0;0;0;0;0;5174535.0;2630635.6;705395.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2126765.9;0;0;0;0;0;0;0;0;0;0;0;0;1740194.0;6272002.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1997M08;14981867.5;890568.2;7955201.1;16505440.5;6225184.0;55648290.2;0;63562481.7;0;2012775.7;9590160.3;0;0;0;0;0;0;0;0;3072515.3;7874095.4;1590105.6;1130220.0;0;0;0;147212.5;0;0;0;0;0;0;0;515412.0;0;4396020.8;0;0;344000.0;0;0;0;0;0;0;0;0;0;0;3401569.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1225957.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10279788.0;2745692.2;41676.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;995490.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1933575.4;0;0;0;0;0;0;0;0;0;470940.0;0;1426660.0;7071369.3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1997M09;23144562.9;2005407.8;6834321.4;17977256.2;4721125.3;50839948.8;160582.0;70467481.1;0;1094459.7;14496827.0;0;0;0;0;0;0;0;0;438627.0;30997240.3;1046486.5;776658.1;0;0;0;183172.0;0;0;0;0;0;0;0;0;0;4483200.9;0;0;0;0;0;0;0;0;0;0;0;0;0;2548223.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10356137.5;6124341.6;126961.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1873061.7;0;0;0;0;0;0;0;0;0;0;0;0;3173838.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1997M10;27106051.6;854617.6;2296930.0;24175502.7;8040544.7;82500878.3;142222.0;61423851.1;468470.5;1363896.3;19506955.6;0;0;0;0;0;0;0;0;1246815.0;23332280.0;927503.8;776664.0;0;0;0;257907.3;0;0;0;0;0;0;0;0;0;506899.3;0;0;0;0;0;0;0;3007695.9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16625.0;0;0;0;0;7806436.5;3272532.7;20465.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;906650.2;0;0;0;0;0;0;0;0;0;0;0;0;513690.3;4086792.5;0;0;0;0;0;0;3240.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1997M11;15764253.8;724032.7;1906282.0;24409847.5;7383257.2;50604502.2;0;47358428.8;653984.0;60384.0;16651585.2;0;0;0;0;0;0;0;0;4595623.8;5493509.7;2240311.7;1164996.0;0;0;33820.0;206951.5;0;0;0;0;0;0;0;0;0;737835.9;0;0;0;0;0;0;0;0;0;0;0;0;0;1007215.6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2466699.7;0;0;0;0;2817989.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12618462.1;3823138.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4054268.4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1997M12;16518922.6;1054574.0;665059.2;12814866.0;1999212.7;44223739.5;127969.0;40847936.2;34579.9;0;15381989.6;0;0;0;0;0;0;0;0;1689590.1;4418235.0;706685.0;1553328.0;0;0;72930.0;252266.0;0;0;0;0;0;0;0;0;0;609583.9;0;0;0;0;0;0;0;0;0;0;0;0;0;1056553.8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14256155.6;1531117.4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1606531.0;2088928.7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1998M01;13377896.9;1043246.6;1973288.9;19997950.4;6727245.8;64901534.9;0;60912898.7;1731370.2;108096.0;15470993.3;0;0;0;0;0;0;0;0;1344506.7;12137405.9;665967.2;1553328.0;0;0;0;258296.1;0;0;0;0;0;0;0;0;0;164533.1;0;0;0;0;0;0;0;0;0;0;0;0;0;921805.6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;215712.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;615174.0;0;0;0;0;0;0;0;0;0;0;8215103.9;1456948.5;31440.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2161231.9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1998M02;21349692.2;2067440.7;2559554.0;23324870.1;5061330.6;61836006.1;0;75730289.2;496230.0;0;18000228.4;0;0;0;0;0;0;0;0;23313580.5;10636132.8;182105.2;776664.0;0;0;0;355142.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1247513.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9688983.8;694917.8;49771.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;320985.8;0;0;0;0;405407.3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4076244.1;3326580.3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1998M03;16793857.6;1500181.5;1357738.4;17965554.0;3341591.4;51162177.4;0;42322740.9;827580.2;0;13890015.4;0;0;0;0;0;0;0;0;2624681.8;3089312.3;1736259.9;709128.0;0;0;0;351866.9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;182943.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;672433.3;0;0;0;57470.0;0;0;0;0;0;0;0;0;0;0;6201132.7;1022722.5;1841942.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6933960.8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1998M04;18496758.4;1572003.3;1987732.3;30063474.2;5470045.7;83401099.0;591703.1;49803785.4;596000.0;465894.0;20930169.4;0;0;0;0;0;0;0;0;1246129.3;4513680.6;2658521.3;1304100.0;0;0;0;462094.4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1376518.7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;235625.0;0;0;0;0;0;0;0;0;0;0;7973154.8;570630.6;36386.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;327153.9;0;0;0;0;0;0;0;0;0;0;0;0;4770254.6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1998M05;23718333.9;1053164.4;8666913.6;33739450.1;7450154.5;72726317.7;360945.8;55356724.1;544438.5;2892236.3;25027486.7;0;0;0;0;0;0;0;0;6580300.2;7016160.3;2992943.2;1304100.0;0;0;0;435227.0;0;0;0;0;0;0;732826.3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1398126.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15200.0;0;0;0;0;0;578864.9;0;0;0;0;8331935.5;946380.3;28307634.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;896603.0;0;0;0;0;0;0;0;0;0;0;0;0;1831859.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1998M06;18396403.6;705315.4;4401676.8;17685206.3;8500394.6;49150668.0;272873.0;70870180.2;601733.2;1370811.3;7738296.1;0;0;0;0;0;0;0;0;19513948.0;12641946.6;2365349.8;2296375.2;0;0;0;230536.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;660372.0;0;0;0;0;0;0;0;0;0;0;7492523.3;9302534.5;4790176.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;487218.3;0;0;0;0;0;0;0;0;0;0;0;0;792934.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1998M07;28376620.1;1317764.9;5246909.6;25860053.0;10522669.8;65323084.6;0;54846841.3;264738.0;477310.0;4600192.8;0;0;0;0;0;0;0;0;16875139.2;1003467.9;2348943.7;511207.2;0;0;0;233678.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2037776.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;102800.0;0;0;0;0;0;0;0;0;0;0;3197941.8;10560.0;890576.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1390286.3;0;0;0;149376.0;0;0;0;3396.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1998M08;20317407.6;428657.6;460122.6;27351960.4;6647280.2;49563787.8;232200.0;39270549.7;388265.7;0;8696018.7;0;0;0;0;0;0;0;0;749246.8;8048086.9;1604225.0;1533621.6;0;0;0;346029.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;741468.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8589040.8;462677.9;455079.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6861411.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1998M09;42242347.1;554767.1;6657598.2;40342577.2;8913794.2;67456484.5;247680.0;56116572.3;0;0;10585844.7;0;0;0;0;0;0;0;0;5692093.9;19520501.2;457857.0;3023979.7;0;0;0;127410.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;901240.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19000000.0;0;0;0;0;8939418.8;1853819.5;2001348.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;817251.6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1670316.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1998M10;27205858.7;894567.6;1602887.4;38261352.5;11328062.1;109548958.7;278057.0;72861425.1;562403.0;606568.0;19983918.6;0;0;0;0;0;0;0;0;9136398.4;11681838.2;430230.2;1843128.0;0;0;0;292330.0;0;0;0;0;0;0;0;0;0;743069.8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12693751.8;1996110.0;16534137.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;391098.9;0;0;0;0;0;0;0;0;0;488880.0;0;0;9429849.4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1998M11;20589209.6;1616078.8;5516014.8;21001240.7;5745646.1;59794629.9;0;66712972.4;523127.0;972867.0;14924067.5;0;0;0;0;0;0;0;0;1853731.6;10460225.6;199577.7;579600.0;0;0;0;256310.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1200000.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;101050.0;0;0;0;0;0;0;0;0;0;0;20790003.8;6220143.8;125571.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;473376.0;0;0;2815642.4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1998M12;19720693.5;800186.4;5403294.2;24855726.7;7116346.6;47989789.6;682524.4;60587562.8;0;13706.3;20116630.1;0;0;0;0;0;0;0;0;688523.1;2729317.4;438163.2;1159200.0;0;0;0;270032.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1500000.0;0;0;0;0;11025790.1;1747662.0;414564.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;966127.0;0;0;1017605.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1999M01;22769531.7;0;2658637.6;17597749.4;7510502.9;62733561.3;278640.0;66110812.7;421693.6;0;17050623.0;0;0;1097141.2;0;0;0;0;0;1515968.9;13202306.6;3019173.4;1159200.0;0;0;0;238888.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;112728.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;792404.8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;233540.0;0;0;0;0;0;0;0;0;0;0;18556825.2;1833043.7;58064.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;121500.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1147028.8;0;0;6553739.4;0;0;0;5000.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
